
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	R8	R9	Pts	Spk	1sts	2nds	Irons
104=	Peli Meir	ESL	Haifa A	79	75	77	80	76	77	77	80	75	696	77.33	1.83
104=	Tom Francis		TCD Hist CF	78	76	78	76	77	78	78	77	78	696	77.33	0.82
104=	Ziyad Anwer		TCD Hist AH	75	75	81	80	80	73	78	79	75	696	77.33	2.71
104=	Grzegorz Zińczuk	ESL	Warsaw C	79	76	78	80	79	76	75	79	74	696	77.33	2.00
110=	Maj Hrovatin	ESL	Ljubljana B	80	76	76	79	76	77	76	79	76	695	77.22	1.55
110=	Karen Chen		Cambridge B	79	76	77	78	80	74	76	78	77	695	77.22	1.69
110=	Martijn Logtenberg	ESL	TDV Cicero A	81	75	78	77	80	76	76	79	73	695	77.22	2.39
113=	Michal Rubin	ESL	HUJI B	78	78	76	79	77	74	80	77	75	694	77.11	1.79
113=	Patrick Mayhew		Oxford G	78	78	80	77	80	77	81	75	68	694	77.11	3.66
113=	Alex Steinmetz	ESL	NSDV Trivium A	79	78	78	79	76	76	78	76	74	694	77.11	1.59
113=	Rehan Haneef		TCD Hist AH	74	76	80	80	81	73	77	78	75	694	77.11	2.69
113=	Isabelle Healy		TCD Phil A	76	77	75	78	79	75	80	79	75	694	77.11	1.85
118=	Zahari Nikolaev		Cambridge B	79	75	75	79	81	74	77	77	76	693	77.00	2.16
118=	Molly Thérèse Carroll		TCD Hist CF	77	75	77	76	76	78	77	77	80	693	77.00	1.33
118=	Itay Tal	ESL	Technion D	76	79	76	80	72	76	77	81	76	693	77.00	2.54
121=	Yarin Samuel	ESL	OpenU B	79	78	79	80	76	79	77	74	70	692	76.89	3.00
121=	Aigerim Aibassova	ESL	NU S	80	79	78	78	75	75	77	75	75	692	76.89	1.85
121=	Emma Heijnen	ESL	LSE B	78	76	75	78	77	76	83	76	73	692	76.89	2.60
121=	Amy Cox		TCD Phil A	76	78	75	79	76	75	81	78	74	692	76.89	2.13
125=	Omer Hadari	ESL	OpenU B	79	77	80	81	75	78	78	73	70	691	76.78	3.33
125=	Teja Sapač	ESL	Ljubljana B	78	76	77	79	76	75	76	79	75	691	76.78	1.47
125=	Adora Sabau	ESL	DK Wien B	76	80	81	76	75	77	78	79	69	691	76.78	3.33
125=	Cameron Docherty		Nottingham A	77	77	78	80	74	78	75	77	75	691	76.78	1.75
125=	Laura Pilmark	ESL	CBS A	79	78	75	78	78	75	78	77	73	691	76.78	1.87
125=	Zainab Sardar		EUDU MS	78	75	74	76	80	74	78	79	77	691	76.78	2.04
131=	Rina Neiman	ESL	BGU B	77	77	75	81	80	77	73	76	74	690	76.67	2.45
131=	Anton Gonta	ESL	DK Wien C	75	77	79	78	77	75	73	80	76	690	76.67	2.05
131=	Jack Jillings		St Andrews B	76	74	80	78	77	72	78	75	80	690	76.67	2.54
131=	Hans-Reiner Jauch		RRIS A	78	75	73	76	81	77	81	76	73	690	76.67	2.79
131=	Konstantin Koki Popović	ESL	Belgrade Arts A	77	77	76	81	77	75	78	73	76	690	76.67	2.05
131=	Roald de Vries	ESL	UDS A	78	75	76	79	77	76	73	79	77	690	76.67	1.83
131=	Omer Bareket	ESL	Technion C	75	77	76	72	77	77	79	80	77	690	76.67	2.16
138	Martha Johanne Schou	ESL	CBS A	79	78	76	77	76	75	78	77	73	689	76.56	1.71
139=	Maraia Chissa	ESL	LSE B	77	75	74	79	76	76	83	76	72	688	76.44	2.95
139=	Oisín Browne		TCD Phil B	78	76	76	80	74	79	75	78	72	688	76.44	2.41
141=	Maayan Amid	ESL	HUJI C	78	73	74	81	78	75	81	72	75	687	76.33	3.13
141=	Altynay Zamanbekova	ESL	NU S	79	79	77	78	74	75	75	74	76	687	76.33	1.89
141=	Theo Simion	ESL	Bucharest B	80	75	80	79	73	78	72	76	74	687	76.33	2.87
141=	Michal Hartstein	ESL	Weizmann B	76	80	77	76	77	76	75	75	75	687	76.33	1.49
141=	Omer Abramovich	ESL	Tel Aviv B	79	78	77	78	75	73	75	80	72	687	76.33	2.58
141=	Victor Tong		Sciences Po B	76	77	79	78	75	77	75	77	73	687	76.33	1.70
141=	Raoul Meijer	ESL	UDS A	79	76	73	77	78	76	74	78	76	687	76.33	1.83
148=	Roy Perri	ESL	BGU B	75	79	76	81	78	74	73	76	74	686	76.22	2.48
148=	Sky Ng	ESL	Nottingham A	75	77	78	79	76	77	73	76	75	686	76.22	1.69
148=	Patrik Branšajd	ESL	Zagreb D	83	73	76	76	75	73	77	76	77	686	76.22	2.78
148=	Mara Bulzan	ESL	Sciences Po B	77	77	77	77	76	77	76	77	72	686	76.22	1.55
148=	Karni Shifrin	ESL	Technion C	74	76	77	73	76	77	78	79	76	686	76.22	1.75
148=	David Kelly		TCD Phil C	73	74	78	80	72	78	79	79	73	686	76.22	2.97
148=	Alfie Devine-Wright		TCD Phil B	78	78	75	80	76	77	73	77	72	686	76.22	2.39
148=	Filippos Koutsodimitropoulos	ESL	Athens B	75	78	78	77	76	76	77	69	80	686	76.22	2.90
156=	Roy Yaron	ESL	BGU A	73	77	75	81	78	74	79	75	73	685	76.11	2.64
156=	Owen Goodacre		St Andrews B	76	73	80	77	77	71	77	75	79	685	76.11	2.64
156=	Liv Misztowt		Cardiff A	74	76	76	76	75	76	75	80	77	685	76.11	1.59
156=	Omar Shalabby	ESL	Reichman A	76	78	75	76	77	78	79	71	75	685	76.11	2.23
156=	Maya Tamir	ESL	Reichman A	76	78	74	77	77	77	80	73	73	685	76.11	2.23
156=	Nadav Keren	ESL	Technion D	75	76	76	78	72	77	76	80	75	685	76.11	2.08
156=	Mateusz Kosson	ESL	UCL B	82	78	76	76	74	73	75	74	77	685	76.11	2.56
163=	Tomer Moz	ESL	HUJI D	78	76	77	76	75	73	77	77	75	684	76.00	1.41
163=	Jacob laznik		RRIS A	78	75	74	77	75	76	79	77	73	684	76.00	1.83
163=	Ignacy Krzewski	ESL	Warsaw D	73	79	78	78	74	76	75	74	77	684	76.00	2.00
163=	Tommy Koh		TCD Phil C	74	75	76	79	70	79	79	79	73	684	76.00	3.09
167	Noraly Jonis	ESL	NSDV Trivium A	78	77	76	77	74	75	79	74	73	683	75.89	1.91
168=	Jessica Gurevich	ESL	BGU A	75	77	75	81	76	73	79	74	72	682	75.78	2.70
168=	Alyssa Mills		GUU B	79	75	77	76	73	75	77	75	75	682	75.78	1.62
168=	Noam Ottolenghi	ESL	Weizmann D	76	79	72	81	75	73	74	73	79	682	75.78	3.01
168=	Ilija Dragic	ESL	PEP A	81	76	74	76	75	71	79	77	73	682	75.78	2.86
168=	Or Toledano	ESL	Tel Aviv B	78	77	76	77	74	74	77	79	70	682	75.78	2.57
168=	Reut Ginat	ESL	Tel Aviv E&amp;R	77	76	74	78	76	75	76	74	76	682	75.78	1.23
168=	Aleksandra Dagil	ESL	UCL B	81	76	75	77	74	72	76	75	76	682	75.78	2.30
175=	Uri Argaman	ESL	HUJI D	77	75	78	75	76	73	76	76	75	681	75.67	1.33
175=	Emanuel Sygal	ESL	Tel Aviv E&amp;R	78	77	74	75	75	76	76	75	75	681	75.67	1.15
175=	Ibrahim Ejaz		Manchester A	74	77	75	75	75	76	79	72	78	681	75.67	2.00
178=	Karin Matkovski	ESL	Weizmann D	75	79	73	80	76	73	73	72	79	680	75.56	2.91
178=	Navve Wasserman	ESL	Weizmann B	76	79	77	75	76	75	75	74	73	680	75.56	1.64
178=	Dominik Gračner	ESL	Zagreb D	81	72	76	74	76	74	74	77	76	680	75.56	2.41
178=	Frances Douglas Thomson		EUDU MD	73	75	76	79	77	76	78	75	71	680	75.56	2.31
178=	Tom Milling		EUDU MD	73	77	75	81	76	76	77	74	71	680	75.56	2.67
178=	Maro Samara	ESL	Athens B	73	78	76	76	76	77	76	69	79	680	75.56	2.79
184=	Pavle Mackic	ESL	PEP A	81	75	74	76	74	73	77	77	72	679	75.44	2.54
184=	Meagan Tserkezis (Ineligible)		Swing Trivium	77	74	78	77	72	77	77	75	72	679	75.44	2.17
186=	Petra Stanojević	ESL	Singidunum A	78	74	72	77	77	75	76	76	73	678	75.33	1.89
186=	Yuval Shapira	ESL	Tel Aviv O&amp;Y	76	74	75	76	74	78	76	76	73	678	75.33	1.41
186=	Or Katz	ESL	Tel Aviv O&amp;Y	75	74	75	76	74	77	78	76	73	678	75.33	1.49
186=	Benedikt Rennekamp	ESL	Heidelberg A	77	74	73	77	74	75	76	76	76	678	75.33	1.33
190=	Itamar Zangvil	ESL	HUJI C	78	71	74	81	77	74	78	71	73	677	75.22	3.26
190=	Tamim Farhan		EDS A	78	77	76	74	68	77	72	78	77	677	75.22	3.15
190=	Helen Whalley		Aberdeen A	75	76	75	74	75	76	76	77	73	677	75.22	1.13
193=	Isaac Gilbert		GUU B	78	74	76	76	74	73	77	74	74	676	75.11	1.59
193=	Andrijana Stojkovic	ESL	Singidunum A	78	75	73	76	76	75	75	75	73	676	75.11	1.45
193=	Shannah Saul		RRIS B	74	74	75	77	80	73	71	77	75	676	75.11	2.47
193=	Katy Harrington		TCD Hist HW	76	77	74	72	77	79	79	71	71	676	75.11	3.03
193=	Anya Wilson		TCD Hist HW	77	75	75	72	77	78	80	72	70	676	75.11	3.07
193=	Mikołaj Jabłoński	ESL	Cardiff A	71	75	75	75	74	75	76	79	76	676	75.11	1.97
193=	Mariia Prylypko	ESL	KNU Ukraine B	78	75	76	70	77	77	74	77	72	676	75.11	2.51
200=	Max Dunbar		RRIS B	74	74	74	77	79	73	71	77	75	674	74.89	2.28
200=	Cal Birtley		Aberdeen A	75	77	74	70	76	78	75	78	71	674	74.89	2.69
200=	Ignas Sarva	ESL	Manchester A	74	77	76	73	75	75	78	70	76	674	74.89	2.23
200=	Kostadin Belchev (Ineligible)		Swing Trivium	75	73	76	76	73	76	78	75	72	674	74.89	1.79
204=	Emma Hansen	ESL	Berlin B	78	77	72	76	75	76	73	72	74	673	74.78	2.04
204=	Ella Clayton		GUU D	77	73	77	76	76	73	72	77	72	673	74.78	2.10
204=	Yorgo Kyriakopoulos	ESL	Bristol B	76	75	74	75	73	76	71	75	78	673	74.78	1.87
204=	Strahinja Batanjski	ESL	Belgrade E	78	75	66	78	75	81	73	76	71	673	74.78	4.16
208=	Manuel Englert	ESL	Berlin B	78	76	73	76	75	75	72	73	74	672	74.67	1.76
208=	Filip Vrťo	ESL	CHU A	78	78	77	75	73	71	70	77	73	672	74.67	2.87
208=	Cherry Yu		LSE D	73	77	79	79	72	74	78	77	63	672	74.67	4.78
208=	Katrina Simanovska	ESL	Sciences Po D	76	75	77	78	73	74	75	72	72	672	74.67	2.00
208=	Obrad Kostic	ESL	Belgrade E	78	75	65	79	76	80	73	76	70	672	74.67	4.47
208=	Paweł Miłkowski	ESL	Warsaw D	72	77	77	76	73	74	74	73	76	672	74.67	1.76
214=	Yoni Ramot	ESL	OpenU D	71	74	77	75	72	75	76	75	76	671	74.56	1.83
214=	Arthur Chan		LSE D	72	78	78	78	71	75	77	79	63	671	74.56	4.88
214=	Hanna Pabiś	ESL	Warsaw A	73	76	72	76	81	72	73	75	73	671	74.56	2.71
214=	Diána Pásztor	ESL	BCE A	75	76	70	76	70	78	77	73	76	671	74.56	2.75
218=	Adi Stiassnie	ESL	OpenU C	76	65	73	78	77	77	80	74	70	670	74.44	4.35
218=	Aarit Bhattacharya		Imperial C	77	73	74	77	74	76	74	76	69	670	74.44	2.36
218=	Tory Nguyen	ESL	EDS A	78	78	76	74	67	76	69	76	76	670	74.44	3.65
218=	Josh Oxley		Durham A	75	72	75	77	74	76	68	81	72	670	74.44	3.44
218=	Jonas Reichert	ESL	Heidelberg A	76	74	73	76	73	74	75	75	74	670	74.44	1.07
223=	Severino Bonvini		Durham A	75	72	76	76	75	75	68	81	71	669	74.33	3.46
223=	Žygimantas Lukša	ESL	Sciences Po D	75	75	77	76	73	74	76	71	72	669	74.33	1.89
223=	Abigail Kane	ESL	RRIS C	78	75	76	78	73	73	73	67	76	669	74.33	3.20
223=	Jonathan Seidel		RRIS C	79	76	76	78	72	72	73	68	75	669	74.33	3.23
223=	Igor Szar	ESL	Warsaw A	73	75	72	75	81	73	71	76	73	669	74.33	2.79
223=	András Meleg	ESL	BCE A	77	76	70	76	71	76	77	72	74	669	74.33	2.54
223=	Yelyzaveta Shevchenko	ESL	KNU Ukraine B	76	74	76	70	76	75	73	76	73	669	74.33	1.94
230=	Gal Friedman	ESL	OpenU D	71	74	76	74	71	74	78	74	76	668	74.22	2.15
230=	Redacted	ESL	—	77	77	75	74	69	75	75	74	72	668	74.22	2.35
232=	Redacted	ESL	—	77	77	74	74	70	74	74	74	73	667	74.11	1.97
232=	Arabella Hurrell		Imperial C	77	73	74	76	74	76	74	75	68	667	74.11	2.47
232=	Tomáš Galnor	ESL	CHU A	78	78	75	75	71	70	70	76	74	667	74.11	2.96
232=	David Niculae	ESL	Sciences Po C	77	76	74	75	73	76	71	68	77	667	74.11	2.85
232=	Alex Marchan	ESL	KBS Ukraine A	77	61	77	73	74	76	74	79	76	667	74.11	4.95
237=	Maya Segal	ESL	Weizmann E	75	71	73	79	73	75	76	78	66	666	74.00	3.68
237=	Sara Burazer-Turko	ESL	Split A	76	76	73	75	76	72	75	69	74	666	74.00	2.21
237=	Danylo Ralko	ESL	KBS Ukraine A	76	60	78	74	74	73	75	79	77	666	74.00	5.29
240=	Victor Awerianow	ESL	BGU C	75	74	73	75	72	72	74	74	76	665	73.89	1.29
240=	Rotem Almog	ESL	Reichman B	77	77	70	75	71	74	73	74	74	665	73.89	2.23
242=	Tamar Galer	ESL	OpenU C	76	63	74	77	76	75	79	74	70	664	73.78	4.47
242=	Patrick Stewart		GUU D	75	72	75	75	75	73	72	76	71	664	73.78	1.69
242=	Lydia Mason		Bristol B	75	74	72	74	72	77	71	73	76	664	73.78	1.87
242=	Ariel Meir	ESL	Reichman B	77	77	69	76	74	72	72	73	74	664	73.78	2.48
246	Raluca Bleier	ESL	Sciences Po C	77	76	73	75	73	74	70	68	77	663	73.67	2.91
247=	Gil Amoyal	ESL	Weizmann E	74	72	72	80	72	74	75	76	66	661	73.44	3.56
247=	Matylda Jellonnek	ESL	UDS B	74	78	73	67	76	74	72	75	72	661	73.44	2.91
249=	Natalia Beboshvili	ESL	TDV Cicero B	78	77	73	71	74	67	76	74	70	660	73.33	3.33
249=	Chris Lai		Bristol C	76	74	73	72	74	74	75	72	70	660	73.33	1.70
251=	Stelios Anastasopoulos	ESL	AUEB A	73	73	72	77	74	72	75	78	65	659	73.22	3.52
251=	Elia Leitner	ESL	Reichman C	72	71	76	73	70	72	75	75	75	659	73.22	1.99
251=	Ilja Freiberg	ESL	TUT A	75	75	74	73	73	69	77	70	73	659	73.22	2.35
254=	Alexia Skourtsi	ESL	ACG A	75	78	72	73	69	77	69	71	74	658	73.11	3.03
254=	Mykhailo Datsenko	ESL	TUT A	76	73	73	74	73	68	77	70	74	658	73.11	2.60
256=	Shelly Soltanov	ESL	Colman A&amp;S	73	74	72	74	72	74	74	70	74	657	73.00	1.33
256=	Noa Maimon	ESL	BGU C	74	73	72	75	71	70	73	73	76	657	73.00	1.76
256=	Yuval Homsky	ESL	Haifa C	76	73	75	78	71	64	75	71	74	657	73.00	3.83
256=	Shelly Weinblatt	ESL	Haifa C	76	73	73	79	71	64	75	71	75	657	73.00	3.97
256=	Patrick Schmiermann	ESL	UDS B	77	74	73	67	76	73	72	74	71	657	73.00	2.75
261=	El Mehdi Idrissi Guenouni	ESL	IHU A	77	76	79	72	69	72	75	63	73	656	72.89	4.51
261=	Mateo Pažin	ESL	Split A	75	75	72	74	74	69	76	68	73	656	72.89	2.60
261=	Peter Hale	ESL	Leiden A	73	71	72	73	77	69	76	73	72	656	72.89	2.28
264	Poly Damigou	ESL	ACG A	75	75	72	75	69	75	69	71	74	655	72.78	2.44
265=	Heba Enajah		IHU A	75	75	76	74	74	71	74	63	72	654	72.67	3.71
265=	Diana Jiang		TDV Cicero B	77	76	73	70	73	67	75	73	70	654	72.67	3.02
265=	Lola Wylie		Bristol C	76	75	72	70	73	75	75	69	69	654	72.67	2.62
265=	Jenny Sidikov	ESL	Reichman D	73	73	72	73	70	78	73	68	74	654	72.67	2.58
265=	Hanne	ESL	Leiden A	72	72	71	73	76	70	75	73	72	654	72.67	1.76
270=	Liberman Avshalom	ESL	OpenU E	73	73	74	76	69	76	74	67	71	653	72.56	2.87
270=	Sebastian Thaller	ESL	DK Wien D	68	73	76	72	71	76	71	75	71	653	72.56	2.54
270=	Gonçalo Teixeira	ESL	Porto B	72	72	67	72	72	74	75	74	75	653	72.56	2.31
270=	Mia Marques	ESL	Porto B	73	72	67	71	71	75	75	74	75	653	72.56	2.50
274	Josh Kemp (Ineligible)		Swing KCL (2)	82	80	84	82	86	83	—	78	77	652	81.50	2.83
275	Agata Bidas	ESL	DK Wien D	69	75	75	71	71	75	71	74	70	651	72.33	2.26
276=	Adir Aharoni	ESL	Colman A&amp;S	74	75	73	74	68	72	73	69	72	650	72.22	2.20
276=	Idan Zamir	ESL	Reichman C	70	70	77	73	70	70	74	73	73	650	72.22	2.30
278=	Marios Psychogios	ESL	AUEB A	73	72	70	75	73	73	73	77	63	649	72.11	3.70
278=	Evyatar Fluhr	ESL	Reichman D	71	75	72	73	70	76	72	67	73	649	72.11	2.51
280	Jai Goldberg		RRIS D	72	77	69	72	73	74	74	65	72	648	72.00	3.20
281=	Lior Abukrat	ESL	Colman L&amp;O	75	71	63	74	67	74	74	75	74	647	71.89	3.96
281=	Avishai Mualem	ESL	Haifa B	71	72	68	75	67	75	72	74	73	647	71.89	2.69
283=	Or Abitbul	ESL	Colman L&amp;O	75	72	62	73	66	73	73	76	74	644	71.56	4.30
283=	Ofek Shapira	ESL	OpenU E	74	72	72	74	67	76	72	67	70	644	71.56	2.91
283=	Almog Lalo	ESL	Haifa B	72	73	67	74	68	74	72	72	72	644	71.56	2.31
283=	Ziv Bental	ESL	BIU B	72	74	69	72	73	73	69	73	69	644	71.56	1.89
287	matanel	ESL	BIU B	72	73	69	76	73	73	68	71	68	643	71.44	2.54
288=	Gabi Werdan	ESL	Porto A	69	68	70	69	74	76	74	71	71	642	71.33	2.58
288=	Joseph Gitarts		RRIS D	71	77	69	69	72	73	73	65	73	642	71.33	3.20
290	Marília Montenegro	ESL	Porto A	68	69	69	68	73	76	75	71	71	640	71.11	2.81
291	Emma Zaoli		Durham B	72	74	—	70	74	72	71	74	71	578	72.25	1.48
292	Max Pilkington		Durham B	67	74	—	70	75	69	72	75	71	573	71.62	2.74
293	Yair Korngut	ESL	BIU A	76	76	79	75	—	—	77	74	71	528	75.43	2.32
294	zeynep demirel	ESL	BOU C	75	76	71	73	75	72	—	—	—	442	73.67	1.80
295	Ayça Şentürk		BOU C	76	75	71	70	73	73	—	—	—	438	73.00	2.08
296	Eda Toksöz	ESL	BOU B	75	73	70	74	73	70	—	—	—	435	72.50	1.89
297	Pelin Soyal	ESL	BOU B	74	72	69	73	71	70	—	—	—	429	71.50	1.71
298	Speaker B1		Swing B	72	72	68	70	73	71	—	—	—	426	71.00	1.63
299	Serhat Memis	ESL	BOU A	74	74	73	67	68	67	—	—	—	423	70.50	3.20
300	Onur Ege Erden	ESL	BOU A	74	74	74	69	62	68	—	—	—	421	70.17	4.41
301	Speaker B2		Swing B	72	—	68	69	73	70	—	—	—	352	70.40	1.85
302	Speaker A1		Swing A	75	78	70	80	—	—	—	—	—	303	75.75	3.77
303=	Speaker 1		Swing G	—	—	—	—	—	72	74	73	66	285	71.25	3.11
303=	Speaker 2		Swing G	—	—	—	—	72	72	—	74	67	285	71.25	2.59
305	Ayelet Reina	ESL	BIU A	78	77	82	—	—	—	—	—	—	237	79.00	2.16
306	Speaker 1		Swing F	—	—	—	—	77	71	—	—	—	148	74.00	3.00
307=	Speaker 2		Swing F	—	—	—	—	76	—	—	—	—	76	76.00	0.00
307=	Speaker C1		Swing C	—	—	76	—	—	—	—	—	—	76	76.00	0.00
309	Speaker C2		Swing C	—	—	75	—	—	—	—	—	—	75	75.00	0.00
310=	Hamza Nouman		UCL C	—	—	—	—	—	—	—	—	—	—	—	—
310=	Speaker A2		Swing A	—	—	—	—	—	—	—	—	—	—	—	—


team	result	side	ballot	adjudicators
AUEB A	4th	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Lovro Marušić , Rick Tan , Sullivan ChanⓉ
Sciences Po C	2nd	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Lovro Marušić , Rick Tan , Sullivan ChanⓉ
LSE B	1st	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Lovro Marušić , Rick Tan , Sullivan ChanⓉ
Technion C	3rd	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Lovro Marušić , Rick Tan , Sullivan ChanⓉ
BOU B	4th	Opening Government	View Ballot	Elaye KarstadtⒸ , Eli Ferrell , Ashlyn CheongⓉ , Noemi LiⓉ
Zagreb A	1st	Closing Government	View Ballot	Elaye KarstadtⒸ , Eli Ferrell , Ashlyn CheongⓉ , Noemi LiⓉ
IHU A	2nd	Opening Opposition	View Ballot	Elaye KarstadtⒸ , Eli Ferrell , Ashlyn CheongⓉ , Noemi LiⓉ
UDS B	3rd	Closing Opposition	View Ballot	Elaye KarstadtⒸ , Eli Ferrell , Ashlyn CheongⓉ , Noemi LiⓉ
Aberdeen A	4th	Opening Government	View Ballot	Amichay Even ChenⒸ , Alex Miller , Anna Sawicka , Uroš VeličkovićⓉ
LSE A	1st	Closing Government	View Ballot	Amichay Even ChenⒸ , Alex Miller , Anna Sawicka , Uroš VeličkovićⓉ
KNU Ukraine B	2nd	Opening Opposition	View Ballot	Amichay Even ChenⒸ , Alex Miller , Anna Sawicka , Uroš VeličkovićⓉ
TUT A	3rd	Closing Opposition	View Ballot	Amichay Even ChenⒸ , Alex Miller , Anna Sawicka , Uroš VeličkovićⓉ
OpenU A	1st	Closing Government	View Ballot	Daan SpacklerⒸ , Ella O&#x27;Neill , Tik Sze , Noam LevinⓉ
Bristol A	3rd	Opening Government	View Ballot	Daan SpacklerⒸ , Ella O&#x27;Neill , Tik Sze , Noam LevinⓉ
BIU B	4th	Closing Opposition	View Ballot	Daan SpacklerⒸ , Ella O&#x27;Neill , Tik Sze , Noam LevinⓉ
TCD Phil B	2nd	Opening Opposition	View Ballot	Daan SpacklerⒸ , Ella O&#x27;Neill , Tik Sze , Noam LevinⓉ
GUU D	3rd	Opening Opposition	View Ballot	Linsey KeurⒸ , Michał Boruta , Doriana GheorgheⓉ , Naveh RazⓉ
Ljubljana B	1st	Opening Government	View Ballot	Linsey KeurⒸ , Michał Boruta , Doriana GheorgheⓉ , Naveh RazⓉ
TCD Phil C	4th	Closing Opposition	View Ballot	Linsey KeurⒸ , Michał Boruta , Doriana GheorgheⓉ , Naveh RazⓉ
Reichman B	2nd	Closing Government	View Ballot	Linsey KeurⒸ , Michał Boruta , Doriana GheorgheⓉ , Naveh RazⓉ
Berlin B	3rd	Closing Government	View Ballot	Dylan McCarthyⒸ , Patryk Biernat , Adina ValmanⓉ , Daniël HooimeijerⓉ
ASDV Bonaparte A	2nd	Opening Government	View Ballot	Dylan McCarthyⒸ , Patryk Biernat , Adina ValmanⓉ , Daniël HooimeijerⓉ
TDV Cicero A	1st	Opening Opposition	View Ballot	Dylan McCarthyⒸ , Patryk Biernat , Adina ValmanⓉ , Daniël HooimeijerⓉ
ACG A	4th	Closing Opposition	View Ballot	Dylan McCarthyⒸ , Patryk Biernat , Adina ValmanⓉ , Daniël HooimeijerⓉ
Porto A	4th	Closing Opposition	View Ballot	Klaudia MaciejewskaⒸ , Benny Froggett , Nir Kligsberg
BIU A	2nd	Opening Government	View Ballot	Klaudia MaciejewskaⒸ , Benny Froggett , Nir Kligsberg
Athens A	1st	Closing Government	View Ballot	Klaudia MaciejewskaⒸ , Benny Froggett , Nir Kligsberg
Cardiff A	3rd	Opening Opposition	View Ballot	Klaudia MaciejewskaⒸ , Benny Froggett , Nir Kligsberg
Zagreb D	1st	Opening Opposition	View Ballot	Roy SchulmanⒸ , Alexandra Radeva , Guyberli van Thuijl
TCD Hist HW	3rd	Closing Opposition	View Ballot	Roy SchulmanⒸ , Alexandra Radeva , Guyberli van Thuijl
Cambridge A	2nd	Opening Government	View Ballot	Roy SchulmanⒸ , Alexandra Radeva , Guyberli van Thuijl
Manchester A	4th	Closing Government	View Ballot	Roy SchulmanⒸ , Alexandra Radeva , Guyberli van Thuijl
OpenU D	4th	Opening Government	View Ballot	Nikola MichaylovⒸ , Heather Ashworth , Emre KarabaşⓉ , Shachar EnteenⓉ
RRIS B	3rd	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Heather Ashworth , Emre KarabaşⓉ , Shachar EnteenⓉ
Sciences Po D	2nd	Closing Government	View Ballot	Nikola MichaylovⒸ , Heather Ashworth , Emre KarabaşⓉ , Shachar EnteenⓉ
Warsaw C	1st	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Heather Ashworth , Emre KarabaşⓉ , Shachar EnteenⓉ
Zagreb B	1st	Opening Opposition	View Ballot	Ahmed El SammakⒸ , Flora Baek , Oren Shacham
Imperial A	3rd	Closing Opposition	View Ballot	Ahmed El SammakⒸ , Flora Baek , Oren Shacham
PEP A	2nd	Closing Government	View Ballot	Ahmed El SammakⒸ , Flora Baek , Oren Shacham
Belgrade E	4th	Opening Government	View Ballot	Ahmed El SammakⒸ , Flora Baek , Oren Shacham
GUU A	1st	Opening Opposition	View Ballot	Peter WuⒸ , Lucy McManus , Luka Mišić , Diana HalbertⓉ
Berlin A	3rd	Closing Opposition	View Ballot	Peter WuⒸ , Lucy McManus , Luka Mišić , Diana HalbertⓉ
TCD Hist AH	4th	Closing Government	View Ballot	Peter WuⒸ , Lucy McManus , Luka Mišić , Diana HalbertⓉ
Cambridge C	2nd	Opening Government	View Ballot	Peter WuⒸ , Lucy McManus , Luka Mišić , Diana HalbertⓉ
NU S	1st	Opening Government	View Ballot	Jack PalmerⒸ , Lior gonen , Katerina ArmataⓉ
OpenU B	2nd	Opening Opposition	View Ballot	Jack PalmerⒸ , Lior gonen , Katerina ArmataⓉ
EUDU DM	3rd	Closing Opposition	View Ballot	Jack PalmerⒸ , Lior gonen , Katerina ArmataⓉ
Warsaw D	4th	Closing Government	View Ballot	Jack PalmerⒸ , Lior gonen , Katerina ArmataⓉ
BOU A	4th	Closing Government	View Ballot	Alexander FraserⒸ , Conor Dolan , Keren Shacham , Brina VerdnikⓉ
Weizmann D	3rd	Opening Government	View Ballot	Alexander FraserⒸ , Conor Dolan , Keren Shacham , Brina VerdnikⓉ
Bristol C	2nd	Opening Opposition	View Ballot	Alexander FraserⒸ , Conor Dolan , Keren Shacham , Brina VerdnikⓉ
Belgrade Arts A	1st	Closing Opposition	View Ballot	Alexander FraserⒸ , Conor Dolan , Keren Shacham , Brina VerdnikⓉ
Bucharest B	1st	Opening Government	View Ballot	Amelia PotockaⒸ , Inbal Geva , Lukas Eigėlis , Oisín WardⓉ
Heidelberg A	4th	Opening Opposition	View Ballot	Amelia PotockaⒸ , Inbal Geva , Lukas Eigėlis , Oisín WardⓉ
NSDV Trivium A	2nd	Closing Government	View Ballot	Amelia PotockaⒸ , Inbal Geva , Lukas Eigėlis , Oisín WardⓉ
CHU A	3rd	Closing Opposition	View Ballot	Amelia PotockaⒸ , Inbal Geva , Lukas Eigėlis , Oisín WardⓉ
RRIS A	1st	Opening Opposition	View Ballot	Olja BošnjakⒸ , Daniel Khlebnikov , Alex Weber-HerrmannⓉ , Nimrod SchlezingerⓉ
Durham A	4th	Closing Opposition	View Ballot	Olja BošnjakⒸ , Daniel Khlebnikov , Alex Weber-HerrmannⓉ , Nimrod SchlezingerⓉ
