
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	R8	R9	Pts	Spk	1sts	2nds	3rds	Irons 
Durham A	4th	Closing Government	View Ballot	Daniel WalshⒸ , Sarah Aston 🌸 , Yosi Khayet
NUS A	2nd	Opening Opposition	View Ballot	Helena Hecke ✨🥨Ⓒ , Brandon Gusain , Tiffany Kuo ⭐️
Auckland A	1st	Closing Government	View Ballot	Helena Hecke ✨🥨Ⓒ , Brandon Gusain , Tiffany Kuo ⭐️
Sofia B	3rd	Opening Government	View Ballot	Helena Hecke ✨🥨Ⓒ , Brandon Gusain , Tiffany Kuo ⭐️
Malaya A	4th	Closing Opposition	View Ballot	Helena Hecke ✨🥨Ⓒ , Brandon Gusain , Tiffany Kuo ⭐️
Oxford B	1st	Opening Opposition	View Ballot	Tengku OmarⒸ , Gaveal Fan 🥹 , Samuel Gall
Zagreb A	2nd	Opening Government	View Ballot	Tengku OmarⒸ , Gaveal Fan 🥹 , Samuel Gall
Zagreb B	4th	Closing Government	View Ballot	Tengku OmarⒸ , Gaveal Fan 🥹 , Samuel Gall
Duke B	3rd	Closing Opposition	View Ballot	Tengku OmarⒸ , Gaveal Fan 🥹 , Samuel Gall
Reichman B	3rd	Opening Government	View Ballot	Flora Baek 🐍🐢Ⓒ , Faithfulness Okom , Isaac Heron
Brown B	2nd	Closing Opposition	View Ballot	Flora Baek 🐍🐢Ⓒ , Faithfulness Okom , Isaac Heron
LSE C	4th	Closing Government	View Ballot	Flora Baek 🐍🐢Ⓒ , Faithfulness Okom , Isaac Heron
Leiden A	1st	Opening Opposition	View Ballot	Flora Baek 🐍🐢Ⓒ , Faithfulness Okom , Isaac Heron
Hong Kong B	4th	Closing Government	View Ballot	Theo DorfnerⒸ , Eleanor Douglas , Yiyi Li , Chandrahaas KonaⓉ
Wheaton A	3rd	Opening Opposition	View Ballot	Theo DorfnerⒸ , Eleanor Douglas , Yiyi Li , Chandrahaas KonaⓉ
Carleton C	2nd	Closing Opposition	View Ballot	Theo DorfnerⒸ , Eleanor Douglas , Yiyi Li , Chandrahaas KonaⓉ
Chile A	1st	Opening Government	View Ballot	Theo DorfnerⒸ , Eleanor Douglas , Yiyi Li , Chandrahaas KonaⓉ
Waterloo B	2nd	Opening Opposition	View Ballot	Gwen StearnsⒸ , Matt Neal , Pjotr Koster , Alysha RendiⓉ
TCD Phil C	3rd	Closing Opposition	View Ballot	Gwen StearnsⒸ , Matt Neal , Pjotr Koster , Alysha RendiⓉ
Davidson A	4th	Opening Government	View Ballot	Gwen StearnsⒸ , Matt Neal , Pjotr Koster , Alysha RendiⓉ
IIUM B	1st	Closing Government	View Ballot	Gwen StearnsⒸ , Matt Neal , Pjotr Koster , Alysha RendiⓉ
Vanderbilt D	3rd	Closing Opposition	View Ballot	Shireen AliⒸ , Chris Vanderpool , Tommy Koh
Otago C	4th	Closing Government	View Ballot	Shireen AliⒸ , Chris Vanderpool , Tommy Koh
UNSW D	2nd	Opening Opposition	View Ballot	Shireen AliⒸ , Chris Vanderpool , Tommy Koh
Monash A	1st	Opening Government	View Ballot	Shireen AliⒸ , Chris Vanderpool , Tommy Koh
NU A	4th	Opening Government	View Ballot	Zach Godley-McAvoyⒸ , Ani Kovacheva , Qwynn Foster
Chicago E	3rd	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Ani Kovacheva , Qwynn Foster
Imperial B	2nd	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Ani Kovacheva , Qwynn Foster
Duke A	1st	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Ani Kovacheva , Qwynn Foster
PUCP A	2nd	Closing Opposition	View Ballot	Emery TaylorⒸ , Christopher Hojem , Hanafie Haniki
Sydney C	4th	Opening Opposition	View Ballot	Emery TaylorⒸ , Christopher Hojem , Hanafie Haniki
HUJI A	1st	Closing Government	View Ballot	Emery TaylorⒸ , Christopher Hojem , Hanafie Haniki
Yale A	3rd	Opening Government	View Ballot	Emery TaylorⒸ , Christopher Hojem , Hanafie Haniki
SLS Pune A	4th	Opening Opposition	View Ballot	Anna ShrederⒸ , Kevin Lee , Owen Goodacre
Cambridge C	1st	Opening Government	View Ballot	Anna ShrederⒸ , Kevin Lee , Owen Goodacre
Cornell A	2nd	Closing Opposition	View Ballot	Anna ShrederⒸ , Kevin Lee , Owen Goodacre
Monash C	3rd	Closing Government	View Ballot	Anna ShrederⒸ , Kevin Lee , Owen Goodacre
Hong Kong A	1st	Closing Government	View Ballot	Paolo TainoⒸ , Hunter James Valencia , Nicola Brayan , Rdu Dillon
Colgate C	2nd	Opening Government	View Ballot	Paolo TainoⒸ , Hunter James Valencia , Nicola Brayan , Rdu Dillon
Berlin A	4th	Closing Opposition	View Ballot	Paolo TainoⒸ , Hunter James Valencia , Nicola Brayan , Rdu Dillon
Middlebury B	3rd	Opening Opposition	View Ballot	Paolo TainoⒸ , Hunter James Valencia , Nicola Brayan , Rdu Dillon
NUS C	3rd	Opening Government	View Ballot	Sowmya SrinivasanⒸ , Frang Komolrochanaporn , Gavin Gill , Harry Wu
BUET B	4th	Closing Government	View Ballot	Sowmya SrinivasanⒸ , Frang Komolrochanaporn , Gavin Gill , Harry Wu
LSE D	2nd	Opening Opposition	View Ballot	Sowmya SrinivasanⒸ , Frang Komolrochanaporn , Gavin Gill , Harry Wu
UWODS A	1st	Closing Opposition	View Ballot	Sowmya SrinivasanⒸ , Frang Komolrochanaporn , Gavin Gill , Harry Wu
Alberta A	3rd	Opening Government	View Ballot	Daniel SchonningⒸ , Anna Neuber , Isaac Mellis-Glynn
UNSW C	2nd	Closing Government	View Ballot	Daniel SchonningⒸ , Anna Neuber , Isaac Mellis-Glynn
KCL A	4th	Opening Opposition	View Ballot	Daniel SchonningⒸ , Anna Neuber , Isaac Mellis-Glynn
Hart House A	1st	Closing Opposition	View Ballot	Daniel SchonningⒸ , Anna Neuber , Isaac Mellis-Glynn
Chicago C	3rd	Opening Government	View Ballot	Joseph LewisⒸ , Bennett Roebuck-Krautz , Emi Negita
Zagreb E	4th	Opening Opposition	View Ballot	Joseph LewisⒸ , Bennett Roebuck-Krautz , Emi Negita
Brown A	1st	Closing Opposition	View Ballot	Joseph LewisⒸ , Bennett Roebuck-Krautz , Emi Negita
Harvard C	2nd	Closing Government	View Ballot	Joseph LewisⒸ , Bennett Roebuck-Krautz , Emi Negita
Coimbra A	1st	Opening Opposition	View Ballot	Mezen LababidiⒸ , Cal Birtley , Sophia Wlodek , Bianca Laube 🐐Ⓣ
Wheaton B	2nd	Opening Government	View Ballot	Mezen LababidiⒸ , Cal Birtley , Sophia Wlodek , Bianca Laube 🐐Ⓣ
Fordham A	4th	Closing Opposition	View Ballot	Mezen LababidiⒸ , Cal Birtley , Sophia Wlodek , Bianca Laube 🐐Ⓣ
IIUM C	3rd	Closing Government	View Ballot	Mezen LababidiⒸ , Cal Birtley , Sophia Wlodek , Bianca Laube 🐐Ⓣ
Hong Kong C	1st	Opening Opposition	View Ballot	Khaled MessaiⒸ , Diana Boca , Hanying Yao
Udayana A	4th	Closing Government	View Ballot	Khaled MessaiⒸ , Diana Boca , Hanying Yao
Durham B	3rd	Closing Opposition	View Ballot	Khaled MessaiⒸ , Diana Boca , Hanying Yao
Copenhagen B	2nd	Opening Government	View Ballot	Khaled MessaiⒸ , Diana Boca , Hanying Yao
Oxford D	4th	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Elliott Pier Mokski , Latisha
Cambridge B	3rd	Closing Government	View Ballot	Nikola MichaylovⒸ , Elliott Pier Mokski , Latisha
Bates A	1st	Opening Government	View Ballot	Nikola MichaylovⒸ , Elliott Pier Mokski , Latisha
McGill B	2nd	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Elliott Pier Mokski , Latisha
Sciences Po A	2nd	Closing Government	View Ballot	Tin PuljićⒸ , Isabel Birney , Seamus Allen
Indonesia A	4th	Opening Government	View Ballot	Tin PuljićⒸ , Isabel Birney , Seamus Allen
Otago A	1st	Closing Opposition	View Ballot	Tin PuljićⒸ , Isabel Birney , Seamus Allen
Vic Wellington A	3rd	Opening Opposition	View Ballot	Tin PuljićⒸ , Isabel Birney , Seamus Allen
UCL C	1st	Opening Opposition	View Ballot	Sebastián DassoⒸ , Emily Paulin , George Jameson Macauley
Bonaparte A	4th	Closing Opposition	View Ballot	Sebastián DassoⒸ , Emily Paulin , George Jameson Macauley
Monash D	2nd	Opening Government	View Ballot	Sebastián DassoⒸ , Emily Paulin , George Jameson Macauley
Queensland B	3rd	Closing Government	View Ballot	Sebastián DassoⒸ , Emily Paulin , George Jameson Macauley
Swarthmore C	2nd	Opening Government	View Ballot	Fernanda Crousillat RayterⒸ , Christy Murray , Niall Dinneen , Patrick kees LawnⓉ
SMU B	3rd	Opening Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Christy Murray , Niall Dinneen , Patrick kees LawnⓉ
Nottingham C	1st	Closing Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Christy Murray , Niall Dinneen , Patrick kees LawnⓉ
Strathmore A	4th	Closing Government	View Ballot	Fernanda Crousillat RayterⒸ , Christy Murray , Niall Dinneen , Patrick kees LawnⓉ
Princeton A	2nd	Opening Opposition	View Ballot	Daan SpacklerⒸ , Andy Wang , Prashasti Saxena
Chicago B	1st	Closing Opposition	View Ballot	Daan SpacklerⒸ , Andy Wang , Prashasti Saxena
Macquarie A	4th	Closing Government	View Ballot	Daan SpacklerⒸ , Andy Wang , Prashasti Saxena
Yale B	3rd	Opening Government	View Ballot	Daan SpacklerⒸ , Andy Wang , Prashasti Saxena
Vanderbilt C	2nd	Opening Opposition	View Ballot	Daniel Maier-GantⒸ , Dilys Wang , Erasmus Segbefia
BINUS A	3rd	Opening Government	View Ballot	Daniel Maier-GantⒸ , Dilys Wang , Erasmus Segbefia
Adelaide A	1st	Closing Opposition	View Ballot	Daniel Maier-GantⒸ , Dilys Wang , Erasmus Segbefia
Sydney E	4th	Closing Government	View Ballot	Daniel Maier-GantⒸ , Dilys Wang , Erasmus Segbefia
Colgate B	2nd	Closing Opposition	View Ballot	Lucille BergmannⒸ , Mohammad Amin bin Mohd Sharudin , Sekese Rasephei , Eric TuⓉ
BGU B	4th	Opening Opposition	View Ballot	Lucille BergmannⒸ , Mohammad Amin bin Mohd Sharudin , Sekese Rasephei , Eric TuⓉ
Zurich A	1st	Opening Government	View Ballot	Lucille BergmannⒸ , Mohammad Amin bin Mohd Sharudin , Sekese Rasephei , Eric TuⓉ
Alneelain A	3rd	Closing Government	View Ballot	Lucille BergmannⒸ , Mohammad Amin bin Mohd Sharudin , Sekese Rasephei , Eric TuⓉ
Oxford A	4th	Closing Opposition	View Ballot	Yoni Cohen-IdovⒸ , Nora Flynn-McIver , Sundar Karthick Vellaiyappan
Sydney B	1st	Opening Government	View Ballot	Yoni Cohen-IdovⒸ , Nora Flynn-McIver , Sundar Karthick Vellaiyappan
HWS A	3rd	Closing Government	View Ballot	Yoni Cohen-IdovⒸ , Nora Flynn-McIver , Sundar Karthick Vellaiyappan
UNWE A	2nd	Opening Opposition	View Ballot	Yoni Cohen-IdovⒸ , Nora Flynn-McIver , Sundar Karthick Vellaiyappan
Stanford B	3rd	Closing Opposition	View Ballot	Udai KamathⒸ , Audrey Melody , Ayal Mor
QDU B	2nd	Opening Opposition	View Ballot	Udai KamathⒸ , Audrey Melody , Ayal Mor
Zagreb D	4th	Opening Government	View Ballot	Udai KamathⒸ , Audrey Melody , Ayal Mor
KNUST A	1st	Closing Government	View Ballot	Udai KamathⒸ , Audrey Melody , Ayal Mor
Athens A	4th	Closing Opposition	View Ballot	Jack WilliamsⒸ , Jason O. Chan , Lamia Nur Rahman
UCD L&amp;H A	1st	Opening Government	View Ballot	Jack WilliamsⒸ , Jason O. Chan , Lamia Nur Rahman
GUU B	2nd	Closing Government	View Ballot	Jack WilliamsⒸ , Jason O. Chan , Lamia Nur Rahman
Tokyo A	3rd	Opening Opposition	View Ballot	Jack WilliamsⒸ , Jason O. Chan , Lamia Nur Rahman
Hong Kong D	3rd	Opening Opposition	View Ballot	Revan Lim TJ 🐼Ⓒ , Aaron Mesa , Maša Popesković , Sahar elkhatimⓉ
Atma Jaya A	2nd	Closing Government	View Ballot	Revan Lim TJ 🐼Ⓒ , Aaron Mesa , Maša Popesković , Sahar elkhatimⓉ
Gadjah Mada A	4th	Closing Opposition	View Ballot	Revan Lim TJ 🐼Ⓒ , Aaron Mesa , Maša Popesković , Sahar elkhatimⓉ
IIUM A	1st	Opening Government	View Ballot	Revan Lim TJ 🐼Ⓒ , Aaron Mesa , Maša Popesković , Sahar elkhatimⓉ
Chulalongkorn A	2nd	Closing Opposition	View Ballot	Sharuka WikramanayakeⒸ , Dharani Shashidaran , Ithuriel Shen , Labiba Islam Salsabil
UPenn A	3rd	Opening Government	View Ballot	Sharuka WikramanayakeⒸ , Dharani Shashidaran , Ithuriel Shen , Labiba Islam Salsabil
KNUST B	1st	Opening Opposition	View Ballot	Sharuka WikramanayakeⒸ , Dharani Shashidaran , Ithuriel Shen , Labiba Islam Salsabil
Harvard D	4th	Closing Government	View Ballot	Sharuka WikramanayakeⒸ , Dharani Shashidaran , Ithuriel Shen , Labiba Islam Salsabil
St Andrews A	1st	Closing Opposition	View Ballot	Craig McDonaldⒸ , Aidan O&#x27;Brien , Chanel Chan
McGill D	4th	Opening Government	View Ballot	Craig McDonaldⒸ , Aidan O&#x27;Brien , Chanel Chan
Hart House C	2nd	Opening Opposition	View Ballot	Craig McDonaldⒸ , Aidan O&#x27;Brien , Chanel Chan
Carleton A	3rd	Closing Government	View Ballot	Craig McDonaldⒸ , Aidan O&#x27;Brien , Chanel Chan
Split A	2nd	Opening Government	View Ballot	Davida PaulⒸ , Claire Yu , Haruka Sawazaki
Auckland C	1st	Closing Opposition	View Ballot	Davida PaulⒸ , Claire Yu , Haruka Sawazaki
Alberta B	3rd	Opening Opposition	View Ballot	Davida PaulⒸ , Claire Yu , Haruka Sawazaki
Hart House B	4th	Closing Government	View Ballot	Davida PaulⒸ , Claire Yu , Haruka Sawazaki
Oxford C	4th	Closing Government	View Ballot	Mukhtar TashkenbayevⒸ , Anna Carissa Burton , Eoghan Connolly
UNSW A	1st	Closing Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Anna Carissa Burton , Eoghan Connolly
McGill C	3rd	Opening Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Anna Carissa Burton , Eoghan Connolly
McGill A	2nd	Opening Government	View Ballot	Mukhtar TashkenbayevⒸ , Anna Carissa Burton , Eoghan Connolly
UT MARA B	4th	Closing Government	View Ballot	Anum NaseerⒸ , Abeer Elsiddig , Benjamin Thomas
Rosario A	2nd	Opening Opposition	View Ballot	Anum NaseerⒸ , Abeer Elsiddig , Benjamin Thomas
Cambridge D	3rd	Opening Government	View Ballot	Anum NaseerⒸ , Abeer Elsiddig , Benjamin Thomas
Zurich B	1st	Closing Opposition	View Ballot	Anum NaseerⒸ , Abeer Elsiddig , Benjamin Thomas
Stanford F	3rd	Opening Government	View Ballot	Ashish KumarⒸ , Jo Watanabe , Jordyn Gibson 😂
NUS B	1st	Closing Government	View Ballot	Ashish KumarⒸ , Jo Watanabe , Jordyn Gibson 😂
UCLA A	2nd	Closing Opposition	View Ballot	Ashish KumarⒸ , Jo Watanabe , Jordyn Gibson 😂
UCM A	4th	Opening Opposition	View Ballot	Ashish KumarⒸ , Jo Watanabe , Jordyn Gibson 😂
Stanford C	3rd	Closing Opposition	View Ballot	Tota TakahashiⒸ , Aidan Woo , Jaleelah Al-Ameenah Ammar , Sándor Erik LorangeⓉ
Bucharest A	2nd	Closing Government	View Ballot	Tota TakahashiⒸ , Aidan Woo , Jaleelah Al-Ameenah Ammar , Sándor Erik LorangeⓉ
EUDU C	4th	Opening Government	View Ballot	Tota TakahashiⒸ , Aidan Woo , Jaleelah Al-Ameenah Ammar , Sándor Erik LorangeⓉ
EUDU A	1st	Opening Opposition	View Ballot	Tota TakahashiⒸ , Aidan Woo , Jaleelah Al-Ameenah Ammar , Sándor Erik LorangeⓉ
Nottingham B	4th	Closing Government	View Ballot	Olivia MackenderⒸ , Katarina Maljković , Rami Osman , Ho Ban ShenⓉ
Waterloo A	2nd	Closing Opposition	View Ballot	Olivia MackenderⒸ , Katarina Maljković , Rami Osman , Ho Ban ShenⓉ
Yonsei A	1st	Opening Opposition	View Ballot	Olivia MackenderⒸ , Katarina Maljković , Rami Osman , Ho Ban ShenⓉ
Wollongong A	3rd	Opening Government	View Ballot	Olivia MackenderⒸ , Katarina Maljković , Rami Osman , Ho Ban ShenⓉ
TAU C	4th	Closing Government	View Ballot	Micaela LewisⒸ , Bree Craig , Dan Scanio , Ng Kah Hee
Bucharest B	3rd	Closing Opposition	View Ballot	Micaela LewisⒸ , Bree Craig , Dan Scanio , Ng Kah Hee
UNAIR A	2nd	Opening Government	View Ballot	Micaela LewisⒸ , Bree Craig , Dan Scanio , Ng Kah Hee
Comillas A	1st	Opening Opposition	View Ballot	Micaela LewisⒸ , Bree Craig , Dan Scanio , Ng Kah Hee
Princeton C	4th	Opening Government	View Ballot	Harish NatarajanⒸ , Alex Steinmetz , Diego Duarte , Jaeoh Wi
Ateneo A	3rd	Opening Opposition	View Ballot	Harish NatarajanⒸ , Alex Steinmetz , Diego Duarte , Jaeoh Wi
Sydney D	2nd	Closing Government	View Ballot	Harish NatarajanⒸ , Alex Steinmetz , Diego Duarte , Jaeoh Wi
Sofia A	1st	Closing Opposition	View Ballot	Harish NatarajanⒸ , Alex Steinmetz , Diego Duarte , Jaeoh Wi
USAF A	2nd	Opening Opposition	View Ballot	Lara DragojevićⒸ , Cass Robertson , Patrick Mayhew , Milo AustinⓉ
BGU A	3rd	Closing Opposition	View Ballot	Lara DragojevićⒸ , Cass Robertson , Patrick Mayhew , Milo AustinⓉ
Carleton B	1st	Closing Government	View Ballot	Lara DragojevićⒸ , Cass Robertson , Patrick Mayhew , Milo AustinⓉ
UQaM A	4th	Opening Government	View Ballot	Lara DragojevićⒸ , Cass Robertson , Patrick Mayhew , Milo AustinⓉ


team	result	side	ballot	adjudicators
SLS Pune A	1st	Opening Government	View Ballot	Daniel SchonningⒸ , Roger Luo , Saumya Malik
Atma Jaya A	3rd	Opening Opposition	View Ballot	Daniel SchonningⒸ , Roger Luo , Saumya Malik
Imperial B	2nd	Closing Government	View Ballot	Daniel SchonningⒸ , Roger Luo , Saumya Malik
EUDU B	4th	Closing Opposition	View Ballot	Daniel SchonningⒸ , Roger Luo , Saumya Malik
Chicago A	3rd	Closing Opposition	View Ballot	Yarn ShihⒸ , Chris Mentis Cravaris , Ruth Selorme Acolatse
Zagreb B	4th	Opening Government	View Ballot	Yarn ShihⒸ , Chris Mentis Cravaris , Ruth Selorme Acolatse
ITB A	2nd	Opening Opposition	View Ballot	Yarn ShihⒸ , Chris Mentis Cravaris , Ruth Selorme Acolatse
Harvard C	1st	Closing Government	View Ballot	Yarn ShihⒸ , Chris Mentis Cravaris , Ruth Selorme Acolatse
NUS B	1st	Closing Opposition	View Ballot	Joseph LewisⒸ , Beatrice Cuizon , Faithfulness Okom
Adelaide A	4th	Opening Opposition	View Ballot	Joseph LewisⒸ , Beatrice Cuizon , Faithfulness Okom
Sydney F	2nd	Closing Government	View Ballot	Joseph LewisⒸ , Beatrice Cuizon , Faithfulness Okom
Harvard B	3rd	Opening Government	View Ballot	Joseph LewisⒸ , Beatrice Cuizon , Faithfulness Okom
Nottingham C	4th	Closing Opposition	View Ballot	Prashasti SaxenaⒸ , Brandon Gusain , Dilan Desir , Matt Nusom
Colgate C	3rd	Opening Government	View Ballot	Prashasti SaxenaⒸ , Brandon Gusain , Dilan Desir , Matt Nusom
Imperial A	2nd	Closing Government	View Ballot	Prashasti SaxenaⒸ , Brandon Gusain , Dilan Desir , Matt Nusom
Harvard D	1st	Opening Opposition	View Ballot	Prashasti SaxenaⒸ , Brandon Gusain , Dilan Desir , Matt Nusom
TAU A	2nd	Closing Government	View Ballot	Tin PuljićⒸ , Dilys Wang , Emi Negita , Samuel Scheuer
Ateneo A	3rd	Opening Government	View Ballot	Tin PuljićⒸ , Dilys Wang , Emi Negita , Samuel Scheuer
Sydney D	4th	Closing Opposition	View Ballot	Tin PuljićⒸ , Dilys Wang , Emi Negita , Samuel Scheuer
Sofia A	1st	Opening Opposition	View Ballot	Tin PuljićⒸ , Dilys Wang , Emi Negita , Samuel Scheuer
Belgrade A	3rd	Closing Opposition	View Ballot	Emily PaulinⒸ , Ithuriel Shen , Jo Watanabe , Rami Osman
Almería A	4th	Opening Opposition	View Ballot	Emily PaulinⒸ , Ithuriel Shen , Jo Watanabe , Rami Osman
Colgate A	1st	Closing Government	View Ballot	Emily PaulinⒸ , Ithuriel Shen , Jo Watanabe , Rami Osman
BGU B	2nd	Opening Government	View Ballot	Emily PaulinⒸ , Ithuriel Shen , Jo Watanabe , Rami Osman
Oxford D	3rd	Opening Opposition	View Ballot	Sourodip PaulⒸ , Flora Baek 🐍🐢 , Gwen Stearns
KNUST A	2nd	Closing Government	View Ballot	Sourodip PaulⒸ , Flora Baek 🐍🐢 , Gwen Stearns
Copenhagen A	4th	Opening Government	View Ballot	Sourodip PaulⒸ , Flora Baek 🐍🐢 , Gwen Stearns
UPD A	1st	Closing Opposition	View Ballot	Sourodip PaulⒸ , Flora Baek 🐍🐢 , Gwen Stearns
Cambridge C	3rd	Closing Government	View Ballot	Tota TakahashiⒸ , Auguste McNally , Olivia Mackender
Brown A	2nd	Opening Government	View Ballot	Tota TakahashiⒸ , Auguste McNally , Olivia Mackender
McGill C	1st	Opening Opposition	View Ballot	Tota TakahashiⒸ , Auguste McNally , Olivia Mackender
ITAM A	4th	Closing Opposition	View Ballot	Tota TakahashiⒸ , Auguste McNally , Olivia Mackender
Oxford A	3rd	Opening Government	View Ballot	Emery TaylorⒸ , Bennett Roebuck-Krautz , Revan Lim TJ 🐼
Zagreb A	2nd	Opening Opposition	View Ballot	Emery TaylorⒸ , Bennett Roebuck-Krautz , Revan Lim TJ 🐼
Auckland A	4th	Closing Opposition	View Ballot	Emery TaylorⒸ , Bennett Roebuck-Krautz , Revan Lim TJ 🐼
McGill B	1st	Closing Government	View Ballot	Emery TaylorⒸ , Bennett Roebuck-Krautz , Revan Lim TJ 🐼
Vermont B	1st	Opening Government	View Ballot	Hunter James ValenciaⒸ , Abeer Elsiddig , Ho Ban ShenⓉ
Padjadjaran A	3rd	Opening Opposition	View Ballot	Hunter James ValenciaⒸ , Abeer Elsiddig , Ho Ban ShenⓉ
Fordham A	2nd	Closing Government	View Ballot	Hunter James ValenciaⒸ , Abeer Elsiddig , Ho Ban ShenⓉ
IIUM C	4th	Closing Opposition	View Ballot	Hunter James ValenciaⒸ , Abeer Elsiddig , Ho Ban ShenⓉ
TAU B	2nd	Opening Opposition	View Ballot	Jack Stanley 🏑Ⓒ , Haruka Sawazaki , Júlia García Güell
Cambridge B	4th	Closing Government	View Ballot	Jack Stanley 🏑Ⓒ , Haruka Sawazaki , Júlia García Güell
UNSW B	3rd	Opening Government	View Ballot	Jack Stanley 🏑Ⓒ , Haruka Sawazaki , Júlia García Güell
LSE B	1st	Closing Opposition	View Ballot	Jack Stanley 🏑Ⓒ , Haruka Sawazaki , Júlia García Güell
UT MARA A	1st	Closing Opposition	View Ballot	Or ToledanoⒸ , Benjamin Thomas , Raisa Chowdhury , Rdu Dillon
Vic Wellington A	3rd	Opening Government	View Ballot	Or ToledanoⒸ , Benjamin Thomas , Raisa Chowdhury , Rdu Dillon
Yale C	2nd	Closing Government	View Ballot	Or ToledanoⒸ , Benjamin Thomas , Raisa Chowdhury , Rdu Dillon
Monash A	4th	Opening Opposition	View Ballot	Or ToledanoⒸ , Benjamin Thomas , Raisa Chowdhury , Rdu Dillon
TCD Phil C	3rd	Closing Opposition	View Ballot	Owen GoodacreⒸ , Cass Robertson , Miranda Zigler , Sekese Rasephei
Diponegoro A	4th	Closing Government	View Ballot	Owen GoodacreⒸ , Cass Robertson , Miranda Zigler , Sekese Rasephei
UWODS B	2nd	Opening Government	View Ballot	Owen GoodacreⒸ , Cass Robertson , Miranda Zigler , Sekese Rasephei
DK Wien B	1st	Opening Opposition	View Ballot	Owen GoodacreⒸ , Cass Robertson , Miranda Zigler , Sekese Rasephei
SMU B	1st	Opening Government	View Ballot	Patrick MayhewⒸ , Cal Birtley , Ella Bullock-Papa , Alysha RendiⓉ
TCD Hist B	4th	Closing Opposition	View Ballot	Patrick MayhewⒸ , Cal Birtley , Ella Bullock-Papa , Alysha RendiⓉ
BGU A	3rd	Closing Government	View Ballot	Patrick MayhewⒸ , Cal Birtley , Ella Bullock-Papa , Alysha RendiⓉ
Wollongong A	2nd	Opening Opposition	View Ballot	Patrick MayhewⒸ , Cal Birtley , Ella Bullock-Papa , Alysha RendiⓉ
Stanford B	2nd	Opening Opposition	View Ballot	LatishaⒸ , Tommy Koh , Yosi Khayet
Reichman A	4th	Closing Government	View Ballot	LatishaⒸ , Tommy Koh , Yosi Khayet
Sydney E	1st	Closing Opposition	View Ballot	LatishaⒸ , Tommy Koh , Yosi Khayet
Monash C	3rd	Opening Government	View Ballot	LatishaⒸ , Tommy Koh , Yosi Khayet
NTU A	1st	Opening Government	View Ballot	Sharuka WikramanayakeⒸ , Lamia Nur Rahman , Tiffany Kuo ⭐️
Otago B	2nd	Opening Opposition	View Ballot	Sharuka WikramanayakeⒸ , Lamia Nur Rahman , Tiffany Kuo ⭐️
UWODS A	3rd	Closing Opposition	View Ballot	Sharuka WikramanayakeⒸ , Lamia Nur Rahman , Tiffany Kuo ⭐️
Carleton A	4th	Closing Government	View Ballot	Sharuka WikramanayakeⒸ , Lamia Nur Rahman , Tiffany Kuo ⭐️
Sunway A	4th	Opening Opposition	View Ballot	Ashish KumarⒸ , Helena Hecke ✨🥨 , Isabel Birney
Alberta A	1st	Closing Government	View Ballot	Ashish KumarⒸ , Helena Hecke ✨🥨 , Isabel Birney
Macquarie A	2nd	Opening Government	View Ballot	Ashish KumarⒸ , Helena Hecke ✨🥨 , Isabel Birney
IIUM A	3rd	Closing Opposition	View Ballot	Ashish KumarⒸ , Helena Hecke ✨🥨 , Isabel Birney
Bucharest B	4th	Closing Government	View Ballot	Gaveal Fan 🥹Ⓒ , Ariel Meir , Qwynn Foster , Tomislav Veble
UT MARA B	1st	Opening Opposition	View Ballot	Gaveal Fan 🥹Ⓒ , Ariel Meir , Qwynn Foster , Tomislav Veble
LSE C	3rd	Opening Government	View Ballot	Gaveal Fan 🥹Ⓒ , Ariel Meir , Qwynn Foster , Tomislav Veble
Zurich A	2nd	Closing Opposition	View Ballot	Gaveal Fan 🥹Ⓒ , Ariel Meir , Qwynn Foster , Tomislav Veble
Vermont C	4th	Opening Government	View Ballot	Yael WolffⒸ , André Carvalho , Eric Tu , Matt Neal
NTU C	2nd	Closing Opposition	View Ballot	Yael WolffⒸ , André Carvalho , Eric Tu , Matt Neal
Hong Kong D	3rd	Closing Government	View Ballot	Yael WolffⒸ , André Carvalho , Eric Tu , Matt Neal
TCD Hist A	1st	Opening Opposition	View Ballot	Yael WolffⒸ , André Carvalho , Eric Tu , Matt Neal
NU A	2nd	Opening Government	View Ballot	Hikaru Yamaki 🐕Ⓒ , Andy Wang , Bree Craig
UT MARA C	3rd	Closing Opposition	View Ballot	Hikaru Yamaki 🐕Ⓒ , Andy Wang , Bree Craig
Cambridge D	1st	Opening Opposition	View Ballot	Hikaru Yamaki 🐕Ⓒ , Andy Wang , Bree Craig
Carleton C	4th	Closing Government	View Ballot	Hikaru Yamaki 🐕Ⓒ , Andy Wang , Bree Craig
Stanford E	1st	Opening Government	View Ballot	Lucien MendelaⒸ , Anna Neuber , Dharani Shashidaran
