
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	Pts	Spk	1sts	2nds
Defenestrators	2nd	Opening Government	View Ballot	Jonathan TuliaoⒸ
Swing GL	3rd	Closing Opposition	View Ballot	Adel Mostaque AhmedⒸ
swing ZZ	1st	Closing Government	View Ballot	Adel Mostaque AhmedⒸ
Swing CY	4th	Opening Opposition	View Ballot	Adel Mostaque AhmedⒸ
Team Macau Dev MM	2nd	Opening Government	View Ballot	Adel Mostaque AhmedⒸ
Grass Connoisseurs	2nd	Closing Opposition	View Ballot	Vansh ChadhaⒸ
Don&#x27;t Judge	4th	Closing Government	View Ballot	Vansh ChadhaⒸ
Shanghai	3rd	Opening Opposition	View Ballot	Vansh ChadhaⒸ
Kandy A	1st	Opening Government	View Ballot	Vansh ChadhaⒸ
Table L is the Best L	2nd	Closing Opposition	View Ballot	Rahul DattaⒸ , Joshua Park
Girlboos	1st	Closing Government	View Ballot	Rahul DattaⒸ , Joshua Park
NUS LT	4th	Opening Opposition	View Ballot	Rahul DattaⒸ , Joshua Park
Cat grill friend	3rd	Opening Government	View Ballot	Rahul DattaⒸ , Joshua Park
SISU stray girls	3rd	Closing Opposition	View Ballot	Rushdoon AhmedⒸ
Jimei	4th	Closing Government	View Ballot	Rushdoon AhmedⒸ
Simultaneous Equation	2nd	Opening Opposition	View Ballot	Rushdoon AhmedⒸ
Am I adorable?	1st	Opening Government	View Ballot	Rushdoon AhmedⒸ
Sugar Plz	2nd	Closing Opposition	View Ballot	Ayodele SamuelⒸ
Wayward Ribs	3rd	Closing Government	View Ballot	Ayodele SamuelⒸ
Domy Yogurt	1st	Opening Opposition	View Ballot	Ayodele SamuelⒸ
To be Rich	4th	Opening Government	View Ballot	Ayodele SamuelⒸ
Midnight Sleepyheads	2nd	Closing Opposition	View Ballot	Devashish TrivediⒸ
We don’t have a name	4th	Closing Government	View Ballot	Devashish TrivediⒸ
SYDO	1st	Opening Opposition	View Ballot	Devashish TrivediⒸ
we take pois personally	3rd	Opening Government	View Ballot	Devashish TrivediⒸ
Lay Flat	4th	Closing Opposition	View Ballot	Vladimira ŠuflajⒸ
You know what	1st	Closing Government	View Ballot	Vladimira ŠuflajⒸ
Ronaldo Suwi	3rd	Opening Opposition	View Ballot	Vladimira ŠuflajⒸ
Bear	2nd	Opening Government	View Ballot	Vladimira ŠuflajⒸ
Shuank Q	4th	Closing Opposition	View Ballot	Tawfique ElahiⒸ
MUST Die Hard	1st	Closing Government	View Ballot	Tawfique ElahiⒸ
Desperated headache 🤦‍♂️	2nd	Opening Opposition	View Ballot	Tawfique ElahiⒸ
We don&#x27;t cook we don&#x27;t clean	3rd	Opening Government	View Ballot	Tawfique ElahiⒸ
Pls have mercy on us	4th	Closing Opposition	View Ballot	Prashasti SaxenaⒸ
TC DBSK	1st	Closing Government	View Ballot	Prashasti SaxenaⒸ
bmarin kitagawa	3rd	Opening Opposition	View Ballot	Prashasti SaxenaⒸ
Benchwarmers	2nd	Opening Government	View Ballot	Prashasti SaxenaⒸ
Making questionable decisions every	1st	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ
We don&#x27;t have a 2nd speaker so we m	3rd	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ
feminisht princhessus	2nd	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ
Hsejar	4th	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ
I Ordered Affogato and They Gave Me	3rd	Opening Government	View Ballot	Tengku OmarⒸ , Maia PunzalanⓉ
prowlin pogchamp	2nd	Closing Opposition	View Ballot	Tengku OmarⒸ , Maia PunzalanⓉ
AC	4th	Closing Government	View Ballot	Tengku OmarⒸ , Maia PunzalanⓉ
Me When	1st	Opening Opposition	View Ballot	Tengku OmarⒸ , Maia PunzalanⓉ
MWBD	2nd	Closing Opposition	View Ballot	Yash ChaturvediⒸ
UPD GL	1st	Closing Government	View Ballot	Yash ChaturvediⒸ
Ateneo BC	3rd	Opening Opposition	View Ballot	Yash ChaturvediⒸ
Hammering Yall&#x27;s Epistemics	4th	Opening Government	View Ballot	Yash ChaturvediⒸ
What We Got	2nd	Closing Opposition	View Ballot	NemoⒸ
Amma	3rd	Closing Government	View Ballot	NemoⒸ
Kinetic Energy	1st	Opening Opposition	View Ballot	NemoⒸ
where do we go from here?	4th	Opening Government	View Ballot	NemoⒸ
Not Breaking Not Broken	3rd	Opening Government	View Ballot	Chinmaya MohanⒸ
rampage	2nd	Closing Government	View Ballot	Chinmaya MohanⒸ
SUFE 1	4th	Opening Opposition	View Ballot	Chinmaya MohanⒸ
No Sleep Schedule	1st	Closing Opposition	View Ballot	Chinmaya MohanⒸ
Malaysia Folklore	2nd	Closing Opposition	View Ballot	Utkarsh PandeyⒸ
have mercy on us please	4th	Closing Government	View Ballot	Utkarsh PandeyⒸ
Lil K &amp; Shawty	1st	Opening Opposition	View Ballot	Utkarsh PandeyⒸ
unverage	3rd	Opening Government	View Ballot	Utkarsh PandeyⒸ
Z&amp;L	3rd	Closing Opposition	View Ballot	Joy HadomeⒸ
NNU Plus One	4th	Closing Government	View Ballot	Joy HadomeⒸ
Double WHIPS	1st	Opening Opposition	View Ballot	Joy HadomeⒸ
SHOU-AJ	2nd	Opening Government	View Ballot	Joy HadomeⒸ
Swirling darkness	2nd	Closing Opposition	View Ballot	Beatrice CuizonⒸ
won&#x27;t be there for roll call	3rd	Closing Government	View Ballot	Beatrice CuizonⒸ
low hanging fruit	4th	Opening Opposition	View Ballot	Beatrice CuizonⒸ
muffins are sad cupcakes	1st	Opening Government	View Ballot	Beatrice CuizonⒸ
Think about it	2nd	Closing Opposition	View Ballot	Shifatul Ahsan ApurbaⒸ
SpongeBob	4th	Closing Government	View Ballot	Shifatul Ahsan ApurbaⒸ
Who&#x27;s Next	1st	Opening Opposition	View Ballot	Shifatul Ahsan ApurbaⒸ
RUC Sunday Morning	3rd	Opening Government	View Ballot	Shifatul Ahsan ApurbaⒸ
Swing 3	4th	Closing Opposition	View Ballot	Saugat PokharelⒸ , Banun Sabri
YNC QC	2nd	Closing Government	View Ballot	Saugat PokharelⒸ , Banun Sabri
Forda compete ang fersons	3rd	Opening Opposition	View Ballot	Saugat PokharelⒸ , Banun Sabri
Malaysia 1989	1st	Opening Government	View Ballot	Saugat PokharelⒸ , Banun Sabri
MUST LOOOOOK	2nd	Closing Opposition	View Ballot	Kyle GoⒸ
Father Bostan	4th	Closing Government	View Ballot	Kyle GoⒸ
CWSDC AJ	1st	Opening Opposition	View Ballot	Kyle GoⒸ
CWSDC AT	3rd	Opening Government	View Ballot	Kyle GoⒸ


team	result	side	ballot	adjudicators
Blissful New World	3rd	Closing Opposition	View Ballot	ShudiptoⒸ
prowlin pogchamp	4th	Closing Government	View Ballot	ShudiptoⒸ
No Sleep Schedule	2nd	Opening Opposition	View Ballot	ShudiptoⒸ
TC DBSK	1st	Opening Government	View Ballot	ShudiptoⒸ
Hsejar	1st	Closing Opposition	View Ballot	Vladimira ŠuflajⒸ , Anshuman Mishra
Kinetic Energy	4th	Closing Government	View Ballot	Vladimira ŠuflajⒸ , Anshuman Mishra
Not Breaking Not Broken	2nd	Opening Opposition	View Ballot	Vladimira ŠuflajⒸ , Anshuman Mishra
YNC QC	3rd	Opening Government	View Ballot	Vladimira ŠuflajⒸ , Anshuman Mishra
Cat grill friend	4th	Closing Opposition	View Ballot	Beatrice CuizonⒸ , Owolabi Victor Oluwatobi
21 Chump Street	3rd	Closing Government	View Ballot	Beatrice CuizonⒸ , Owolabi Victor Oluwatobi
Table L is the Best L	1st	Opening Opposition	View Ballot	Beatrice CuizonⒸ , Owolabi Victor Oluwatobi
1.5 Malaysians	2nd	Opening Government	View Ballot	Beatrice CuizonⒸ , Owolabi Victor Oluwatobi
DAV Jagerbomb	1st	Closing Opposition	View Ballot	Jonathan TuliaoⒸ
bmarin kitagawa	4th	Closing Government	View Ballot	Jonathan TuliaoⒸ
Pls have mercy on us	2nd	Opening Opposition	View Ballot	Jonathan TuliaoⒸ
rampage	3rd	Opening Government	View Ballot	Jonathan TuliaoⒸ
THBT	3rd	Closing Opposition	View Ballot	Ayodele SamuelⒸ
Lil K &amp; Shawty	1st	Closing Government	View Ballot	Ayodele SamuelⒸ
Rick Gave Us Up (because we are bro	4th	Opening Opposition	View Ballot	Ayodele SamuelⒸ
CWSDC Vanderbilt	2nd	Opening Government	View Ballot	Ayodele SamuelⒸ
Mga Bading	1st	Closing Opposition	View Ballot	Rahul DattaⒸ
PEANUTS GA SUKI	3rd	Closing Government	View Ballot	Rahul DattaⒸ
Crispy Chicken	4th	Opening Opposition	View Ballot	Rahul DattaⒸ
Can&#x27;t stop coming ............to de	2nd	Opening Government	View Ballot	Rahul DattaⒸ
Shanghai	3rd	Closing Opposition	View Ballot	Rushdoon AhmedⒸ
Arvada King Dar Gwa	1st	Closing Government	View Ballot	Rushdoon AhmedⒸ
We don’t have a name	2nd	Opening Opposition	View Ballot	Rushdoon AhmedⒸ
Z&amp;L	4th	Opening Government	View Ballot	Rushdoon AhmedⒸ
Girlboos	3rd	Closing Opposition	View Ballot	Brian WongⒸ
Ateneo BC	2nd	Closing Government	View Ballot	Brian WongⒸ
MWBD	1st	Opening Opposition	View Ballot	Brian WongⒸ
UPD GL	4th	Opening Government	View Ballot	Brian WongⒸ
We Grew Up With SIDO	1st	Closing Opposition	View Ballot	Ryosei KobayashiⒸ
SHOU-AJ	3rd	Closing Government	View Ballot	Ryosei KobayashiⒸ
Sugar Plz	4th	Opening Opposition	View Ballot	Ryosei KobayashiⒸ
Amma	2nd	Opening Government	View Ballot	Ryosei KobayashiⒸ
Swing HT	2nd	Closing Opposition	View Ballot	Toru OgaⒸ
Outsiders	4th	Closing Government	View Ballot	Toru OgaⒸ
where do we go from here?	1st	Opening Opposition	View Ballot	Toru OgaⒸ
Desperated headache 🤦‍♂️	3rd	Opening Government	View Ballot	Toru OgaⒸ
A Heartbroken dude and a Stressed g	1st	Closing Opposition	View Ballot	Prashasti SaxenaⒸ , Maia PunzalanⓉ
Electricity	4th	Closing Government	View Ballot	Prashasti SaxenaⒸ , Maia PunzalanⓉ
Give me five one more time	3rd	Opening Opposition	View Ballot	Prashasti SaxenaⒸ , Maia PunzalanⓉ
Fantastick	2nd	Opening Government	View Ballot	Prashasti SaxenaⒸ , Maia PunzalanⓉ
won&#x27;t be there for roll call	2nd	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ
QUEENS	3rd	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ
Bear	4th	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ
Unbroke	1st	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ
CWSDC LE	1st	Closing Opposition	View Ballot	Shifatul Ahsan ApurbaⒸ
Simultaneous Equation	2nd	Closing Government	View Ballot	Shifatul Ahsan ApurbaⒸ
evermore	4th	Opening Opposition	View Ballot	Shifatul Ahsan ApurbaⒸ
Random Weirdos	3rd	Opening Government	View Ballot	Shifatul Ahsan ApurbaⒸ
CWSDC HK	1st	Closing Opposition	View Ballot	Davida PaulⒸ
Cat Transformers	3rd	Closing Government	View Ballot	Davida PaulⒸ
disaPOIntment	2nd	Opening Opposition	View Ballot	Davida PaulⒸ
MUST LOOOOOK	4th	Opening Government	View Ballot	Davida PaulⒸ
First month of f2f is 💩	4th	Closing Opposition	View Ballot	Daud LoudoeⒸ
SYDO	2nd	Closing Government	View Ballot	Daud LoudoeⒸ
Sharks	3rd	Opening Opposition	View Ballot	Daud LoudoeⒸ
SUFE 1	1st	Opening Government	View Ballot	Daud LoudoeⒸ
CWSDC AV	3rd	Closing Opposition	View Ballot	Yash ChaturvediⒸ
Zagreb A(lternate Universe)	1st	Closing Government	View Ballot	Yash ChaturvediⒸ
Malaysia Midnights	2nd	Opening Opposition	View Ballot	Yash ChaturvediⒸ
Panic pandas	4th	Opening Government	View Ballot	Yash ChaturvediⒸ
UZ	1st	Closing Opposition	View Ballot	OljaⒸ , Adel Mostaque Ahmed
CWSDC AJ	2nd	Closing Government	View Ballot	OljaⒸ , Adel Mostaque Ahmed
Malaysia 1989	3rd	Opening Opposition	View Ballot	OljaⒸ , Adel Mostaque Ahmed
We don&#x27;t have a 2nd speaker so we m	4th	Opening Government	View Ballot	OljaⒸ , Adel Mostaque Ahmed
Domy Yogurt	3rd	Closing Opposition	View Ballot	BoemoⒸ
Should&#x27;ve Broke Second	1st	Closing Government	View Ballot	BoemoⒸ
Debate our way to the GF	2nd	Opening Opposition	View Ballot	BoemoⒸ
low hanging fruit	4th	Opening Government	View Ballot	BoemoⒸ
Who&#x27;s Next	4th	Closing Opposition	View Ballot	Erasmus SegbefiaⒸ
Midnight Sleepyheads	2nd	Closing Government	View Ballot	Erasmus SegbefiaⒸ
unverage	3rd	Opening Opposition	View Ballot	Erasmus SegbefiaⒸ
Small smoked fish &amp; Morgan Stanley 	1st	Opening Government	View Ballot	Erasmus SegbefiaⒸ
SGT	4th	Closing Opposition	View Ballot	Mehul JoshiⒸ
no clue	2nd	Closing Government	View Ballot	Mehul JoshiⒸ
LHP Padaboom	3rd	Opening Opposition	View Ballot	Mehul JoshiⒸ
MUST Die Hard	1st	Opening Government	View Ballot	Mehul JoshiⒸ
RUC Sunday Morning	1st	Closing Opposition	View Ballot	Ayafa TonyeⒸ
To be Rich	4th	Closing Government	View Ballot	Ayafa TonyeⒸ
Think about it	3rd	Opening Opposition	View Ballot	Ayafa TonyeⒸ
Plus	2nd	Opening Government	View Ballot	Ayafa TonyeⒸ
have mercy on us please	3rd	Closing Opposition	View Ballot	Shuvam MitraⒸ , Jade ShawⓉ
Am I adorable?	2nd	Closing Government	View Ballot	Shuvam MitraⒸ , Jade ShawⓉ
Father Bostan	1st	Opening Opposition	View Ballot	Shuvam MitraⒸ , Jade ShawⓉ
Lay Flat	4th	Opening Government	View Ballot	Shuvam MitraⒸ , Jade ShawⓉ
Me When	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , Ogundare Taye Tobi
Making questionable decisions every	3rd	Closing Government	View Ballot	Pranav AnandⒸ , Ogundare Taye Tobi
Hammering Yall&#x27;s Epistemics	1st	Opening Opposition	View Ballot	Pranav AnandⒸ , Ogundare Taye Tobi
rawr	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Ogundare Taye Tobi
CWSDC MA	2nd	Closing Opposition	View Ballot	Daisy SunⒸ , Devashish Trivedi
NUS LT	1st	Closing Government	View Ballot	Daisy SunⒸ , Devashish Trivedi
Kandyland	4th	Opening Opposition	View Ballot	Daisy SunⒸ , Devashish Trivedi
feminisht princhessus	3rd	Opening Government	View Ballot	Daisy SunⒸ , Devashish Trivedi
Double WHIPS	4th	Closing Opposition	View Ballot	Srijan PoudelⒸ
Ronaldo Suwi	2nd	Closing Government	View Ballot	Srijan PoudelⒸ
Defenestrators	1st	Opening Opposition	View Ballot	Srijan PoudelⒸ
What We Got	3rd	Opening Government	View Ballot	Srijan PoudelⒸ
Debate for Love Team	3rd	Closing Opposition	View Ballot	Saugat PokharelⒸ
Team Macau Dev HY	4th	Closing Government	View Ballot	Saugat PokharelⒸ
Team Macau Dev TT	2nd	Opening Opposition	View Ballot	Saugat PokharelⒸ
Shuank Q	1st	Opening Government	View Ballot	Saugat PokharelⒸ
Still Life 1487	3rd	Closing Opposition	View Ballot	Tamkeen NawabⒸ
we know what you posted on facebook	1st	Closing Government	View Ballot	Tamkeen NawabⒸ
AC	4th	Opening Opposition	View Ballot	Tamkeen NawabⒸ
Swirling darkness	2nd	Opening Government	View Ballot	Tamkeen NawabⒸ
NNU Plus One	2nd	Closing Opposition	View Ballot	Vansh ChadhaⒸ
Manphia	3rd	Closing Government	View Ballot	Vansh ChadhaⒸ
Swky	1st	Opening Opposition	View Ballot	Vansh ChadhaⒸ
THW Ban Dihydro Monoxide	4th	Opening Government	View Ballot	Vansh ChadhaⒸ
Benchwarmers	1st	Closing Opposition	View Ballot	Pranav KagalkarⒸ
This Shanghainese get Shanghai&#x27;ed t	4th	Closing Government	View Ballot	Pranav KagalkarⒸ
CWSDC BC	2nd	Opening Opposition	View Ballot	Pranav KagalkarⒸ
2 Parks 0 Professors	3rd	Opening Government	View Ballot	Pranav KagalkarⒸ
FUV	2nd	Closing Opposition	View Ballot	Utkarsh PandeyⒸ
CWSDC GA	1st	Closing Government	View Ballot	Utkarsh PandeyⒸ
idk	3rd	Opening Opposition	View Ballot	Utkarsh PandeyⒸ
3rd is satisfying	4th	Opening Government	View Ballot	Utkarsh PandeyⒸ
Candy Crush	3rd	Closing Opposition	View Ballot	Xiaochun “Jennette” ZhuⒸ , Diether
Forda compete ang fersons	1st	Closing Government	View Ballot	Xiaochun “Jennette” ZhuⒸ , Diether
Kandy A	2nd	Opening Opposition	View Ballot	Xiaochun “Jennette” ZhuⒸ , Diether
rich era when	4th	Opening Government	View Ballot	Xiaochun “Jennette” ZhuⒸ , Diether
Korea-Japan Collab in Europe	2nd	Closing Opposition	View Ballot	Tengku OmarⒸ , Kyle Go
I Ordered Affogato and They Gave Me	1st	Closing Government	View Ballot	Tengku OmarⒸ , Kyle Go
muffins are sad cupcakes	4th	Opening Opposition	View Ballot	Tengku OmarⒸ , Kyle Go
I Draw the Line at Incels	3rd	Opening Government	View Ballot	Tengku OmarⒸ , Kyle Go
Wabi Sabi	4th	Closing Opposition	View Ballot	Chinmaya MohanⒸ , Joy Hadome
Osaka A	1st	Closing Government	View Ballot	Chinmaya MohanⒸ , Joy Hadome
You know what	2nd	Opening Opposition	View Ballot	Chinmaya MohanⒸ , Joy Hadome
NUS TD	3rd	Opening Government	View Ballot	Chinmaya MohanⒸ , Joy Hadome
shipping is happiness	2nd	Closing Opposition	View Ballot	Halimat Ojone UsmanⒸ
CWSDC AT	1st	Closing Government	View Ballot	Halimat Ojone UsmanⒸ
Malaysia Folklore	4th	Opening Opposition	View Ballot	Halimat Ojone UsmanⒸ
Neversober	3rd	Opening Government	View Ballot	Halimat Ojone UsmanⒸ
SpongeBob	4th	Closing Opposition	View Ballot	Ralph LeeⒸ
FL Clover	1st	Closing Government	View Ballot	Ralph LeeⒸ
SISU stray girls	2nd	Opening Opposition	View Ballot	Ralph LeeⒸ
Don&#x27;t Judge	3rd	Opening Government	View Ballot	Ralph LeeⒸ
We don&#x27;t cook we don&#x27;t clean	1st	Closing Opposition	View Ballot	Tawfique ElahiⒸ
Team Macau Dev MM	3rd	Closing Government	View Ballot	Tawfique ElahiⒸ
POI in the Chat	4th	Opening Opposition	View Ballot	Tawfique ElahiⒸ
Jimei	2nd	Opening Government	View Ballot	Tawfique ElahiⒸ
Big smart eggs	3rd	Closing Opposition	View Ballot	NemoⒸ
Grass Connoisseurs	4th	Closing Government	View Ballot	NemoⒸ
we take pois personally	1st	Opening Opposition	View Ballot	NemoⒸ
Wayward Ribs	2nd	Opening Government	View Ballot	NemoⒸ


team	result	side	adjudicators
Girlboos	eliminated	Closing Opposition	Devashish TrivediⒸ , Ogundare Taye Tobi , Olja
CWSDC HK	eliminated	Closing Government	Devashish TrivediⒸ , Ogundare Taye Tobi , Olja
Benchwarmers	advancing	Opening Opposition	Devashish TrivediⒸ , Ogundare Taye Tobi , Olja
Blissful New World	advancing	Opening Government	Devashish TrivediⒸ , Ogundare Taye Tobi , Olja
No Sleep Schedule	eliminated	Closing Opposition	Rahul DattaⒸ , Beatrice Cuizon , Chinmaya Mohan
CWSDC BC	eliminated	Closing Government	Rahul DattaⒸ , Beatrice Cuizon , Chinmaya Mohan
TC DBSK	advancing	Opening Opposition	Rahul DattaⒸ , Beatrice Cuizon , Chinmaya Mohan
NUS LT	advancing	Opening Government	Rahul DattaⒸ , Beatrice Cuizon , Chinmaya Mohan
Cat grill friend	advancing	Closing Opposition	Kyle GoⒸ , Pranav Anand , Rushdoon Ahmed
CWSDC MA	eliminated	Closing Government	Kyle GoⒸ , Pranav Anand , Rushdoon Ahmed
MWBD	advancing	Opening Opposition	Kyle GoⒸ , Pranav Anand , Rushdoon Ahmed
Swirling darkness	eliminated	Opening Government	Kyle GoⒸ , Pranav Anand , Rushdoon Ahmed
Zagreb A(lternate Universe)	advancing	Closing Opposition	BoemoⒸ , Tengku Omar , Toru Oga
I Draw the Line at Incels	eliminated	Closing Government	BoemoⒸ , Tengku Omar , Toru Oga
Table L is the Best L	advancing	Opening Opposition	BoemoⒸ , Tengku Omar , Toru Oga
Making questionable decisions every	eliminated	Opening Government	BoemoⒸ , Tengku Omar , Toru Oga
Lil K &amp; Shawty	eliminated	Closing Opposition	NemoⒸ , Adel Mostaque Ahmed , Ralph Lee
rawr	advancing	Closing Government	NemoⒸ , Adel Mostaque Ahmed , Ralph Lee
Ateneo BC	advancing	Opening Opposition	NemoⒸ , Adel Mostaque Ahmed , Ralph Lee
Me When	eliminated	Opening Government	NemoⒸ , Adel Mostaque Ahmed , Ralph Lee
Korea-Japan Collab in Europe	eliminated	Closing Opposition	Vladimira ŠuflajⒸ , Anshuman Mishra , Tawfique Elahi
Hammering Yall&#x27;s Epistemics	advancing	Closing Government	Vladimira ŠuflajⒸ , Anshuman Mishra , Tawfique Elahi
Osaka A	eliminated	Opening Opposition	Vladimira ŠuflajⒸ , Anshuman Mishra , Tawfique Elahi
DAV Jagerbomb	advancing	Opening Government	Vladimira ŠuflajⒸ , Anshuman Mishra , Tawfique Elahi
Malaysia Midnights	eliminated	Closing Opposition	Ryosei KobayashiⒸ , Ruth Selorme Acolatse , Yash Chaturvedi
1.5 Malaysians	advancing	Closing Government	Ryosei KobayashiⒸ , Ruth Selorme Acolatse , Yash Chaturvedi
we know what you posted on facebook	eliminated	Opening Opposition	Ryosei KobayashiⒸ , Ruth Selorme Acolatse , Yash Chaturvedi
I Ordered Affogato and They Gave Me	advancing	Opening Government	Ryosei KobayashiⒸ , Ruth Selorme Acolatse , Yash Chaturvedi
21 Chump Street	advancing	Closing Opposition	Prashasti SaxenaⒸ , Erasmus Segbefia , Utkarsh Pandey
UPD GL	advancing	Closing Government	Prashasti SaxenaⒸ , Erasmus Segbefia , Utkarsh Pandey
UZ	eliminated	Opening Opposition	Prashasti SaxenaⒸ , Erasmus Segbefia , Utkarsh Pandey
2 Parks 0 Professors	eliminated	Opening Government	Prashasti SaxenaⒸ , Erasmus Segbefia , Utkarsh Pandey


team	result	side	adjudicators
1.5 Malaysians	advancing	Closing Opposition	Pranav AnandⒸ , Daisy Sun , Devashish Trivedi , Joy Hadome , Kyle Go
I Ordered Affogato and They Gave Me	eliminated	Closing Government	Pranav AnandⒸ , Daisy Sun , Devashish Trivedi , Joy Hadome , Kyle Go
Table L is the Best L	eliminated	Opening Opposition	Pranav AnandⒸ , Daisy Sun , Devashish Trivedi , Joy Hadome , Kyle Go
Zagreb A(lternate Universe)	advancing	Opening Government	Pranav AnandⒸ , Daisy Sun , Devashish Trivedi , Joy Hadome , Kyle Go
Blissful New World	eliminated	Closing Opposition	Tengku OmarⒸ , Ayafa Tonye , Nemo , Rushdoon Ahmed , Toru Oga
Benchwarmers	advancing	Closing Government	Tengku OmarⒸ , Ayafa Tonye , Nemo , Rushdoon Ahmed , Toru Oga
DAV Jagerbomb	eliminated	Opening Opposition	Tengku OmarⒸ , Ayafa Tonye , Nemo , Rushdoon Ahmed , Toru Oga
Hammering Yall&#x27;s Epistemics	advancing	Opening Government	Tengku OmarⒸ , Ayafa Tonye , Nemo , Rushdoon Ahmed , Toru Oga
NUS LT	advancing	Closing Opposition	Chinmaya MohanⒸ , Mehul Joshi , Shudipto , Srijan Poudel , Xiaochun “Jennette” Zhu
MWBD	eliminated	Closing Government	Chinmaya MohanⒸ , Mehul Joshi , Shudipto , Srijan Poudel , Xiaochun “Jennette” Zhu
TC DBSK	eliminated	Opening Opposition	Chinmaya MohanⒸ , Mehul Joshi , Shudipto , Srijan Poudel , Xiaochun “Jennette” Zhu
Cat grill friend	advancing	Opening Government	Chinmaya MohanⒸ , Mehul Joshi , Shudipto , Srijan Poudel , Xiaochun “Jennette” Zhu
UPD GL	advancing	Closing Opposition	Davida PaulⒸ , Rahul Datta , Ralph Lee , Saugat Pokharel , Tamkeen Nawab
Ateneo BC	eliminated	Closing Government	Davida PaulⒸ , Rahul Datta , Ralph Lee , Saugat Pokharel , Tamkeen Nawab
rawr	eliminated	Opening Opposition	Davida PaulⒸ , Rahul Datta , Ralph Lee , Saugat Pokharel , Tamkeen Nawab
21 Chump Street	advancing	Opening Government	Davida PaulⒸ , Rahul Datta , Ralph Lee , Saugat Pokharel , Tamkeen Nawab


team	result	side	adjudicators
UPD GL	advancing	Closing Opposition	Beatrice CuizonⒸ , Ayodele Samuel , Chinmaya Mohan , Devashish Trivedi , Joy Hadome , Shudipto , Vladimira Šuflaj
NUS LT	advancing	Closing Government	Beatrice CuizonⒸ , Ayodele Samuel , Chinmaya Mohan , Devashish Trivedi , Joy Hadome , Shudipto , Vladimira Šuflaj
21 Chump Street	eliminated	Opening Opposition	Beatrice CuizonⒸ , Ayodele Samuel , Chinmaya Mohan , Devashish Trivedi , Joy Hadome , Shudipto , Vladimira Šuflaj
Cat grill friend	eliminated	Opening Government	Beatrice CuizonⒸ , Ayodele Samuel , Chinmaya Mohan , Devashish Trivedi , Joy Hadome , Shudipto , Vladimira Šuflaj
1.5 Malaysians	eliminated	Closing Opposition	Ruth Selorme AcolatseⒸ , Anshuman Mishra , Banun Sabri , Jonathan Tuliao , Kyle Go , Ryosei Kobayashi , Vansh Chadha
Zagreb A(lternate Universe)	advancing	Closing Government	Ruth Selorme AcolatseⒸ , Anshuman Mishra , Banun Sabri , Jonathan Tuliao , Kyle Go , Ryosei Kobayashi , Vansh Chadha
Benchwarmers	eliminated	Opening Opposition	Ruth Selorme AcolatseⒸ , Anshuman Mishra , Banun Sabri , Jonathan Tuliao , Kyle Go , Ryosei Kobayashi , Vansh Chadha
Hammering Yall&#x27;s Epistemics	advancing	Opening Government	Ruth Selorme AcolatseⒸ , Anshuman Mishra , Banun Sabri , Jonathan Tuliao , Kyle Go , Ryosei Kobayashi , Vansh Chadha


team	result	side	adjudicators
Hammering Yall&#x27;s Epistemics	eliminated	Closing Opposition	Ruth Selorme AcolatseⒸ , Beatrice Cuizon , Chinmaya Mohan , Davida Paul , NJUGUNA MACHARIA , Prashasti Saxena , Ryosei Kobayashi , Srijan Poudel , Tengku Omar
Zagreb A(lternate Universe)	eliminated	Closing Government	Ruth Selorme AcolatseⒸ , Beatrice Cuizon , Chinmaya Mohan , Davida Paul , NJUGUNA MACHARIA , Prashasti Saxena , Ryosei Kobayashi , Srijan Poudel , Tengku Omar
UPD GL	advancing	Opening Opposition	Ruth Selorme AcolatseⒸ , Beatrice Cuizon , Chinmaya Mohan , Davida Paul , NJUGUNA MACHARIA , Prashasti Saxena , Ryosei Kobayashi , Srijan Poudel , Tengku Omar
NUS LT	eliminated	Opening Government	Ruth Selorme AcolatseⒸ , Beatrice Cuizon , Chinmaya Mohan , Davida Paul , NJUGUNA MACHARIA , Prashasti Saxena , Ryosei Kobayashi , Srijan Poudel , Tengku Omar


team	result	side	adjudicators
CWSDC AV	eliminated	Closing Opposition	Xiaochun “Jennette” ZhuⒸ , Ayodele Samuel , Vansh Chadha
Pls have mercy on us	advancing	Closing Government	Xiaochun “Jennette” ZhuⒸ , Ayodele Samuel , Vansh Chadha
CWSDC AT	eliminated	Opening Opposition	Xiaochun “Jennette” ZhuⒸ , Ayodele Samuel , Vansh Chadha
CWSDC AJ	advancing	Opening Government	Xiaochun “Jennette” ZhuⒸ , Ayodele Samuel , Vansh Chadha
Hsejar	advancing	Closing Opposition	Saugat PokharelⒸ , Mehul Joshi , Owolabi Victor Oluwatobi
